Toy Story,Tom Hanks,Tim Allen,Don Rickles,Wallace Shawn,John Ratzenberger,Annie Potts,John Morris,Laurie Metcalf,R. Lee Ermey,Penn Jillette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumanji,Robin Williams,Jonathan Hyde,Kirsten Dunst,Bonnie Hunt,Bebe Neuwirth,David Alan Grier,Patricia Clarkson,James Handy,Malcolm Stewart,Darryl Henriques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Father of the Bride Part II,Steve Martin,Diane Keaton,Martin Short,Kimberly Williams-Paisley,George Newbern,Kieran Culkin,BD Wong,Peter Michael Goetz,Kate McGregor-Stewart,Jane Adams,Eugene Levy,Lori Alan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In the Line of Fire,Clint Eastwood,Rene Russo,John Malkovich,Dylan McDermott,Gary Cole,Fred Dalton Thompson,Tobin Bell,John Mahoney,Gregory Alan Williams,Clyde Kusatsu,Steve Hytner,Elsa Raven,Patrika Darbo,Ryan Cutrona,Brian Libby,Eric Bruskotter,John Heard,Carl Ciarfalio,Robert Peters,Walt MacPherson,Anthony Peck,Joshua Malina,Cylk Cozart,Steve Railsback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In the Name of the Father,Daniel Day-Lewis,Pete Postlethwaite,Emma Thompson,John Lynch,Beatie Edney,Gerard McSorley,Frank Harper,Saffron Burrows,Jamie Harris,Stanley Townsend,Phil Davis,Richard Graham,Terry O'Neill,Malcolm Tierney,Tom Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jurassic Park,Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough,Martin Ferrero,BD Wong,Joseph Mazzello,Ariana Richards,Samuel L. Jackson,Wayne Knight,Miguel Sandoval,Christopher John Fields,Robert 'Bobby Z' Zajonc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Action Hero,Arnold Schwarzenegger,F. Murray Abraham,Charles Dance,Frank McRae,Tom Noonan,Anthony Quinn,Mercedes Ruehl,Robert Prosky,Ian McKellen,Joan Plowright,Noah Emmerich,Colleen Camp,Danny DeVito,Jean-Claude Van Damme,Bridgette Wilson,Chevy Chase,Jim Belushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malice,Alec Baldwin,Nicole Kidman,Bill Pullman,Bebe Neuwirth,George C. Scott,Anne Bancroft,Peter Gallagher,Josef Sommer,Tobin Bell,Gwyneth Paltrow,David Bowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Man without a Face,Mel Gibson,Nick Stahl,Margaret Whitton,Gaby Hoffmann,Geoffrey Lewis,Richard Masur,Ethan Phillips,Viva,George Martin,Michael Currie,Zach Grenier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manhattan Murder Mystery,Woody Allen,Diane Keaton,Jerry Adler,Alan Alda,Anjelica Huston,Lynn Cohen,Zach Braff,Ron Rifkin,John Doumanian,Sylvia Kauders,Aida Turturro,John Costelloe,Wendell Pierce,Steven Randazzo,David Boston,Frank Pellegrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menace II Society,Larenz Tate,Glenn Plummer,Jada Pinkett Smith,Samuel L. Jackson,Toshi Toda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Executive Decision,Kurt Russell,Steven Seagal,Halle Berry,John Leguizamo,Oliver Platt,Joe Morton,David Suchet,BD Wong,Len Cariou,Whip Hubley,Mary Ellen Trainor,J.T. Walsh,Nicholas Pryor,Richard Riehle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Much Ado About Nothing,Kenneth Branagh,Richard Briers,Michael Keaton,Robert Sean Leonard,Keanu Reeves,Emma Thompson,Denzel Washington,Kate Beckinsale,Brian Blessed,Phyllida Law,Imelda Staunton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Doubtfire,Robin Williams,Sally Field,Pierce Brosnan,Harvey Fierstein,Polly Holliday,Robert Prosky,Anne Haney,Martin Mull,Terence McGovern,Karen Kahn,Scott Beach,Joe Bellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naked,David Thewlis,Lesley Sharp,Katrin Cartlidge,Peter Wight,Ewen Bremner,Toby Jones,Gina McKee,Elizabeth Berrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Next Karate Kid,Pat Morita,Hilary Swank,Michael Ironside,Walton Goggins,Jim Ishida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Perfect World,Kevin Costner,Clint Eastwood,Laura Dern,Bradley Whitford,Keith Szarabajka,Leo Burmester,Ray McKinnon,Bruce McGill,Mary Alice,Linda Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphia,Tom Hanks,Denzel Washington,Jason Robards,Mary Steenburgen,Antonio Banderas,Robert Ridgely,Charles Napier,Obba Babatunde,Andre B. Blake,Roger Corman,Ann Dowd,Paul Lazar,John Bedford Lloyd,Roberta Maxwell,Harry Northup,Joey Perillo,Anna Deavere Smith,Daniel von Bargen,Tracey Walter,Bradley Whitford,Stephanie Roth Haberle,Adam LeFevre,Lawrence T. Wrentz,Charles Techman,Gene Borkan,Tony Devon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Piano,Holly Hunter,Harvey Keitel,Sam Neill,Anna Paquin,Cliff Curtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Remains of the Day,Anthony Hopkins,Emma Thompson,James Fox,Christopher Reeve,Hugh Grant,Peter Vaughan,Ben Chaplin,Patrick Godfrey,Michael Lonsdale,Rupert Vansittart,Tim Pigott-Smith,Lena Headey,Pip Torrens,Wolf Kahler,Terence Bayler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rising Sun,Sean Connery,Wesley Snipes,Harvey Keitel,Cary-Hiroyuki Tagawa,Kevin Anderson,Mako,Ray Wise,Stan Shaw,Tia Carrere,Steve Buscemi,Peter Crombie,Alexandra Powers,Daniel von Bargen,Amy Hill,Clyde Kusatsu,Michael Chapman,Tamara Tunie,Toshishiro Obata,Jeff Imada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RoboCop 3,Robert John Burke,Nancy Allen,Mario Machado,Jodi Long,Mako,Rip Torn,Bradley Whitford,Stephen Root,CCH Pounder,Jeff Garlin,Jill Hennessy,Felton Perry,Shane Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin Hood: Men in Tights,Cary Elwes,Dom DeLuise,Roger Rees,Dave Chappelle,Patrick Stewart,Megan Cavanagh,Richard Lewis,Isaac Hayes,Amy Yasbeck,Tracey Ullman,Dick Van Patten,Robert Ridgely,Mel Brooks,Robert Noble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudy,Sean Astin,Jon Favreau,Ned Beatty,Charles S. Dutton,Lili Taylor,Gerry Becker,Robert Prosky,John Beasley,Ron Dean,Vince Vaughn,Chelcie Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schindler's List,Liam Neeson,Ben Kingsley,Ralph Fiennes,Caroline Goodall,Embeth Davidtz,Mark Ivanir,Norbert Weisser,Philip Ettington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Searching for Bobby Fischer,Joe Mantegna,Joan Allen,Ben Kingsley,Laurence Fishburne,David Paymer,William H. Macy,Dan Hedaya,Laura Linney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serial Mom,Kathleen Turner,Sam Waterston,Ricki Lake,Matthew Lillard,Traci Lords,Joan Rivers,Mink Stole,Justin Whalin,Walt MacPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Shadow,Alec Baldwin,John Lone,Penelope Ann Miller,Peter Boyle,Ian McKellen,Tim Curry,Jonathan Winters,Sab Shimono,James Hong,Joseph Maher,John Kapelos,Aaron Lustig,Ethan Phillips,Larry Hankin,Larry Joshua,Al Leong,Gerald Okamura,Abraham Benrubi,Steve Hytner,Patrick Fischler,Garret Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short Cuts,Julianne Moore,Andie MacDowell,Tim Robbins,Jack Lemmon,Anne Archer,Bruce Davison,Matthew Modine,Fred Ward,Jennifer Jason Leigh,Chris Penn,Lili Taylor,Robert Downey Jr.,Madeleine Stowe,Frances McDormand,Peter Gallagher,Lily Tomlin,Tom Waits,Buck Henry,Lyle Lovett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleepless in Seattle,Tom Hanks,Meg Ryan,Bill Pullman,Rosie O'Donnell,Gaby Hoffmann,Victor Garber,Rita Wilson,Barbara Garrick,Rob Reiner,David Hyde Pierce,Dana Ivey,Tom Riis Farrell,Frances Conroy,Caroline Aaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sliver,Sharon Stone,William Baldwin,Tom Berenger,Polly Walker,Colleen Camp,Amanda Foreman,Martin Landau,Nina Foch,Nicholas Pryor,Anne Betancourt,CCH Pounder,Marnette Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blade Runner,Harrison Ford,Rutger Hauer,Sean Young,Edward James Olmos,M. Emmet Walsh,Daryl Hannah,William Sanderson,Brion James,Joe Turkel,Joanna Cassidy,James Hong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So I Married an Axe Murderer,Mike Myers,Nancy Travis,Anthony LaPaglia,Amanda Plummer,Brenda Fricker,Charles Grodin,Phil Hartman,Debi Mazar,Steven Wright,Michael Richards,Mike Hagerty,Alan Arkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Striking Distance,Bruce Willis,Sarah Jessica Parker,Dennis Farina,Tom Sizemore,Brion James,Robert Pastorelli,Timothy Busfield,John Mahoney,Andre Braugher,Tom Atkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Super Mario Bros.,Bob Hoskins,John Leguizamo,Dennis Hopper,Samantha Mathis,Fisher Stevens,Richard Edson,Fiona Shaw,Lance Henriksen,Dan Castellaneta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Nightmare Before Christmas,Chris Sarandon,Catherine O'Hara,William Hickey,Glenn Shadix,Paul Reubens,Tim Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tombstone,Kurt Russell,Val Kilmer,Sam Elliott,Bill Paxton,Powers Boothe,Michael Biehn,Charlton Heston,Jon Tenney,Stephen Lang,Thomas Haden Church,Dana Delany,Paula Malcomson,Dana Wheeler-Nicholson,Michael Rooker,Harry Carey Jr.,Billy Bob Thornton,Tomas Arana,Paul Ben-Victor,John Philbin,Robert John Burke,Billy Zane,John Corbett,Buck Taylor,Terry O'Quinn,Robert Mitchum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Romance,Christian Slater,Patricia Arquette,Michael Rapaport,Bronson Pinchot,Gary Oldman,Dennis Hopper,Christopher Walken,Brad Pitt,Tom Sizemore,Samuel L. Jackson,Saul Rubinek,James Gandolfini,Frank Adonis,Paul Bates,Val Kilmer,Chris Penn,Anna Levine,Conchata Ferrell,Victor Argo,Said Faraj,Gregory Sporleder,Kevin Corrigan,Paul Ben-Victor,Michael Beach,Joe D'Angerio,John Cenatiempo,Laurence Mason,Ed Lauter,Nancy Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Pagemaster,Macaulay Culkin,Christopher Lloyd,Patrick Stewart,Whoopi Goldberg,Ed Begley Jr.,Frank Welker,Leonard Nimoy,George Hearn,Dorian Harewood,Ed Gilbert,Robert Picardo,Phil Hartman,Jim Cummings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Little Rascals,Whoopi Goldberg,Daryl Hannah,Mel Brooks,Ashley Olsen,Mary-Kate Olsen,Raven-Symone,Donald Trump,Reba McEntire,Lea Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Alone,Macaulay Culkin,Joe Pesci,Daniel Stern,John Heard,Catherine O'Hara,Roberts Blossom,Devin Ratray,Kieran Culkin,John Candy,Larry Hankin,Ken Hudson Campbell,Hope Davis,Bill Erwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghost,Patrick Swayze,Demi Moore,Whoopi Goldberg,Tony Goldwyn,Vincent Schiavelli,Stephen Root,Rick Aviles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aladdin,Robin Williams,Frank Welker,Gilbert Gottfried,Charlie Adler,Corey Burton,Jim Cummings,Jack Angel,Jennifer Darling,Sherry Lynn,Mickie McGowan,Patrick Pinney,Phil Proctor,Debi Derryberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terminator 2: Judgment Day,Arnold Schwarzenegger,Linda Hamilton,Robert Patrick,Edward Furlong,Joe Morton,Earl Boen,Jenette Goldstein,Xander Berkeley,S. Epatha Merkerson,Sven-Ole Thorsen,Don Lake,Don Stanton,Dan Stanton,Dean Norris,Charles A. Tamburro,Terrence Evans,Mark Christopher Lawrence,Nancy Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dances with Wolves,Kevin Costner,Mary McDonnell,Graham Greene,Robert Pastorelli,Charles Rocket,Maury Chaykin,Tom Everett,Larry Joshua,Kirk Baltz,Wayne Grace,Steve Reevis,Wes Studi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batman,Jack Nicholson,Michael Keaton,Kim Basinger,Michael Gough,Pat Hingle,Billy Dee Williams,Jack Palance,Tracey Walter,William Hootkins,Robert Wuhl,Vincent Wong,Richard Strange,Christopher Fairbank,Richard Durden,Sam Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Silence of the Lambs,Jodie Foster,Anthony Hopkins,Scott Glenn,Ted Levine,Anthony Heald,Brooke Smith,Diane Baker,Kasi Lemmons,Frankie Faison,Tracey Walter,Charles Napier,Dan Butler,Paul Lazar,Roger Corman,Lawrence T. Wrentz,Gene Borkan,Obba Babatunde,Brent Hinkley,Andre B. Blake,Daniel von Bargen,Harry Northup,John W. Iwanonkiw,Philip Ettington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pretty Woman,Julia Roberts,Richard Gere,Ralph Bellamy,Jason Alexander,Hector Elizondo,Larry Miller,Laura San Giacomo,Amy Yasbeck,Hank Azaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wild Bunch,William Holden,Ernest Borgnine,Edmond O'Brien,Warren Oates,Ben Johnson,Strother Martin,L.Q. Jones,Bo Hopkins,Dub Taylor,Enrique Lucero,Jose Chavez,Buck Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Fine Day,Michelle Pfeiffer,George Clooney,Mae Whitman,Alex D. Linz,Charles Durning,Ellen Greene,Joe Grifasi,Anna Maria Horsford,Gregory Jbara,Sheila Kelley,Robert Klein,George Martin,Michael Massee,Amanda Peet,Holland Taylor,Marianne Muellerleile,Michael Badalucco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fargo,William H. Macy,Frances McDormand,Steve Buscemi,Peter Stormare,Harve Presnell,Gary Houston,John Carroll Lynch,Steve Reevis,Steve Park,Larry Brandenburg,Bruce Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homeward Bound II: Lost in San Francisco,Michael J. Fox,Sally Field,Ralph Waite,Robert Hays,Kim Greist,Michael Bell,Tisha Campbell-Martin,Tress MacNeille,Jon Polito,Adam Goldberg,Sinbad,Carla Gugino,Stephen Tobolowsky,Michael Rispoli,Will Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy Metal,Rodger Bumpass,Jackie Burroughs,Joe Flaherty,Harold Ramis,John Candy,Richard Romanus,Eugene Levy,John Vernon,George Touliatos,August Schellenberg,Vlasta Vrana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hellraiser: Bloodline,Bruce Ramsay,Valentina Vargas,Adam Scott,Paul Perri,Pat Skipper,Doug Bradley,Tom Dugan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Fear,Richard Gere,Edward Norton,Laura Linney,John Mahoney,Frances McDormand,Terry O'Quinn,Andre Braugher,Tony Plana,Alfre Woodard,Maura Tierney,Philip Ettington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courage Under Fire,Denzel Washington,Meg Ryan,Lou Diamond Phillips,Matt Damon,Michole Briana White,Bronson Pinchot,Diane Baker,Seth Gilliam,Zeljko Ivanek,Scott Glenn,Tim Guinee,Sean Astin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mission: Impossible,Tom Cruise,Jon Voight,Henry Czerny,Jean Reno,Ving Rhames,Kristin Scott Thomas,Vanessa Redgrave,Dale Dye,Marek Vasut,Emilio Estevez,Keith Campbell,Andreas Wisniewski,Mark Houghton,Garrick Hagon,David Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragonHeart,Dennis Quaid,David Thewlis,Pete Postlethwaite,Dina Meyer,Julie Christie,Sean Connery,John Gielgud,Brian Thompson,Jason Isaacs,Terry O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James and the Giant Peach,Miriam Margolyes,Joanna Lumley,Pete Postlethwaite,Susan Sarandon,Richard Dreyfuss,David Thewlis,Steven Culp,Simon Callow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fear,Mark Wahlberg,Reese Witherspoon,William Petersen,Alyssa Milano,Amy Brenneman,Gary Riley,Jed Rees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Jam,Wayne Knight,Billy West,Dee Bradley Baker,Theresa Randle,Danny DeVito,Bill Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Quest,Jean-Claude Van Damme,Roger Moore,James Remar,Jack McGee,Ryan Cutrona,Peter Malota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver & Company,Cheech Marin,Roscoe Lee Browne,Dom DeLuise,Robert Loggia,Bette Midler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dead Man,Johnny Depp,Gary Farmer,Crispin Glover,Lance Henriksen,Michael Wincott,Eugene Byrd,John Hurt,Robert Mitchum,Iggy Pop,Gabriel Byrne,Jared Harris,Jimmie Ray Weeks,Alfred Molina,Billy Bob Thornton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Visitors,Jean Reno,Valerie Lemercier,Christian Clavier,Marie-Anne Chazel,Isabelle Nanty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multiplicity,Michael Keaton,Andie MacDowell,Harris Yulin,Eugene Levy,Zack Duhame,Richard Masur,Ann Cusack,John de Lancie,Brian Doyle-Murray,Obba Babatunde,Julie Bowen,Michael Milhoan,Jim Piddock,Robert Ridgely,Glenn Shadix,George Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Craft,Robin Tunney,Fairuza Balk,Neve Campbell,Skeet Ulrich,Christine Taylor,Breckin Meyer,Helen Shaver,Jeanine Jackson,Endre Hules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Rock,Sean Connery,Nicolas Cage,Ed Harris,John Spencer,David Morse,William Forsythe,Michael Biehn,John C. McGinley,Bokeem Woodbine,Claire Forlani,Gregory Sporleder,Tony Todd,Greg Collins,Steve Harris,Danny Nucci,Todd Louiso,David Bowe,Billy Devlin,Xander Berkeley,Raymond Cruz,Philip Ettington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twister,Helen Hunt,Bill Paxton,Cary Elwes,Philip Seymour Hoffman,Lois Smith,Alan Ruck,Sean Whalen,Scott Thomson,Todd Field,Joey Slotnick,Jeremy Davies,Zach Grenier,Gregory Sporleder,Alexa PenaVega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barb Wire,Pamela Anderson,Temuera Morrison,Jack Noseworthy,Udo Kier,Steve Railsback,Xander Berkeley,John Paxton,Clint Howard,Tom Lister Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghost in the Shell,Akio Ohtsuka,Kouichi Yamadera,Tesshou Genda,Takashi Matsuyama,Maaya Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thinner,Robert John Burke,Joe Mantegna,Lucinda Jenney,Michael Constantine,Kari Wuhrer,Daniel von Bargen,Stephen King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spy Hard,Leslie Nielsen,Charles Durning,Marcia Gay Harden,Barry Bostwick,Talisa Soto,Robert Guillaume,Carl Ciarfalio,Keith Campbell,Taylor Negron,Weird Al Yankovic,Mr. T,Joyce Brothers,Hulk Hogan,Pat Morita,Elizabeth Kaitan,Michael Berryman,Eddie Deezen,John Kassir,John Ales,Elya Baskin,Mason Gamble,Fabio,Curtis Armstrong,Clyde Kusatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Arrival,Charlie Sheen,Lindsay Crouse,Richard Schiff,Ron Silver,Teri Polo,Leon Rippy,David Sherrill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Peter Sellers,George C. Scott,Sterling Hayden,Keenan Wynn,Slim Pickens,James Earl Jones,Jack Creley,Shane Rimmer,Hal Galili,Burnell Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Phantom,Billy Zane,Kristy Swanson,Treat Williams,Catherine Zeta-Jones,James Remar,Cary-Hiroyuki Tagawa,Bill Smitrovich,Casey Siemaszko,David Proval,Samantha Eggar,Jon Tenney,Patrick McGoohan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Striptease,Demi Moore,Burt Reynolds,Armand Assante,Ving Rhames,Robert Patrick,Paul Guilfoyle,Rumer Willis,Jerry Grayson,Robert Stanton,Stuart Pankin,Siobhan Fallon,Frances Fisher,Dina Spybey-Waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack,Robin Williams,Diane Lane,Jennifer Lopez,Fran Drescher,Jurnee Smollett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trainspotting,Ewan McGregor,Ewen Bremner,Jonny Lee Miller,Robert Carlyle,Kelly Macdonald,Kevin McKidd,Peter Mullan,James Cosmo,Shirley Henderson,Keith Allen,Hugh Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Independence Day,Will Smith,Bill Pullman,Jeff Goldblum,Mary McDonnell,Judd Hirsch,Robert Loggia,Randy Quaid,Margaret Colin,Vivica A. Fox,James Rebhorn,Harvey Fierstein,Adam Baldwin,James Duval,Giuseppe Andrews,Harry Connick Jr.,Mae Whitman,Kiersten Warren,John Storey,Leland Orser,David Pressman,Tim Kelleher,Robert Pine,John Capodice,Greg Collins,Levan Uchaneishvili,Randy Oglesby,Barry Del Sherman,Lyman Ward,Richard Speight Jr.,Sayed Badreya,Kimberly Beck,Jim Piddock,Pat Skipper,Erick Avari,Brent Spiner,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Fan,Robert De Niro,Wesley Snipes,Ellen Barkin,John Leguizamo,Benicio del Toro,Patti D'Arbanville,Chris Mulkey,Dan Butler,Kurt Fuller,Frank Medrano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hunchback of Notre Dame,Tom Hulce,Demi Moore,Tony Jay,Kevin Kline,Jason Alexander,Mary Wickes,David Ogden Stiers,Mary Kay Bergman,Corey Burton,Jim Cummings,Bill Fagerbakke,Patrick Pinney,Frank Welker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cable Guy,Jim Carrey,Matthew Broderick,Leslie Mann,Jack Black,George Segal,Diane Baker,Ben Stiller,Eric Roberts,Janeane Garofalo,Andy Dick,Harry O'Reilly,David Cross,Amy Stiller,Owen Wilson,Kathy Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingpin,Woody Harrelson,Randy Quaid,Bill Murray,Chris Elliott,Richard Tyson,Lin Shaye,Zen Gesner,Prudence Wright Holmes,Rob Moran,Daniel Greene,Will Rothhaar,Sayed Badreya,Willie Garson,Googy Gress,Steve Tyler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eraser,Arnold Schwarzenegger,James Caan,Vanessa Williams,James Coburn,Robert Pastorelli,James Cromwell,Danny Nucci,Nick Chinlund,Michael Papajohn,Joe Viterelli,Mark Rolston,John Slattery,Robert Miranda,Roma Maffia,Melora Walters,Olek Krupa,Skipp Sudduth,Andy Romano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
